,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
33551,33552,0.42,Ideal,H,VS1,61.8,55.0,830,4.82,4.85,2.99
24040,24041,0.38,Very Good,D,SI2,59.2,61.0,633,4.67,4.72,2.78
43656,43657,0.53,Premium,G,VS2,59.9,60.0,1435,5.28,5.24,3.15
13398,13399,0.32,Ideal,G,VS1,60.7,56.0,602,4.43,4.46,2.7
44867,44868,0.5,Ideal,D,VS2,62.0,56.0,1628,5.1,5.13,3.17
43347,43348,0.51,Ideal,F,SI1,61.3,56.0,1406,5.19,5.16,3.17
15091,15092,1.01,Good,G,VS1,62.7,57.0,6066,6.33,6.42,4.0
2422,2423,0.95,Premium,G,SI2,62.6,58.0,3181,6.22,6.18,3.88
17027,17028,1.02,Ideal,H,VVS2,62.1,55.0,6797,6.5,6.46,4.02
4875,4876,1.02,Ideal,I,SI1,62.1,56.0,3713,6.44,6.39,3.98
23278,23279,1.51,Very Good,F,SI1,62.1,55.0,11302,7.29,7.37,4.55
19978,19979,1.51,Premium,J,VS1,61.8,61.0,8524,7.26,7.21,4.47
50359,50360,0.72,Premium,G,SI1,60.6,62.0,2246,5.81,5.77,3.51
35310,35311,0.4,Very Good,H,VS2,63.1,62.0,895,4.75,4.66,2.97
17645,17646,1.13,Ideal,H,VVS2,59.7,59.0,7108,6.89,6.77,4.08
49269,49270,0.72,Ideal,G,SI2,62.1,55.3,2089,5.72,5.74,3.56
11681,11682,1.11,Ideal,G,SI1,62.6,57.0,5061,6.64,6.59,4.14
52660,52661,0.71,Good,I,VVS1,63.8,56.0,2549,5.65,5.7,3.62
34153,34154,0.33,Ideal,G,VS1,62.1,54.0,854,4.47,4.45,2.77
29342,29343,0.31,Ideal,G,VS2,59.6,57.0,698,4.43,4.4,2.63
48665,48666,0.75,Ideal,J,VS2,61.5,54.0,2001,5.87,5.9,3.62
24041,24042,0.38,Premium,I,VS2,61.8,59.0,633,4.61,4.64,2.86
25387,25388,2.0,Very Good,G,SI2,64.0,58.0,14074,7.86,7.95,5.06
1704,1705,0.8,Very Good,H,VVS2,62.9,56.0,3036,5.9,5.96,3.73
51968,51969,0.26,Ideal,H,IF,62.1,55.0,545,4.09,4.13,2.55
47604,47605,0.51,Ideal,H,IF,62.3,54.0,1879,5.14,5.17,3.21
23968,23969,1.51,Ideal,G,VS2,60.8,54.0,12100,7.45,7.43,4.52
9134,9135,1.1,Very Good,I,SI1,62.0,59.0,4537,6.54,6.59,4.07
51419,51420,0.53,Ideal,G,IF,62.1,57.0,2372,5.16,5.21,3.22
5197,5198,0.71,Premium,E,VVS1,62.7,60.0,3779,5.73,5.62,3.56
43065,43066,0.39,Ideal,F,IF,61.0,56.0,1377,4.72,4.75,2.89
11192,11193,1.0,Ideal,G,SI1,61.6,55.0,4956,6.51,6.41,3.98
18994,18995,1.09,Ideal,G,VS1,62.3,55.0,7820,6.59,6.63,4.12
40107,40108,0.54,Fair,F,SI1,61.4,66.0,1114,5.24,5.18,3.2
26174,26175,2.1,Ideal,I,SI2,61.9,56.0,15511,8.2,8.22,5.08
19340,19341,1.02,Ideal,G,VVS2,61.1,57.0,8042,6.51,6.48,3.97
46325,46326,0.6,Good,G,VS1,60.1,61.0,1757,5.44,5.5,3.29
17890,17891,1.24,Premium,H,VS1,62.2,59.0,7222,6.9,6.83,4.27
26154,26155,1.53,Very Good,G,VVS2,62.5,57.0,15466,7.33,7.38,4.6
25724,25725,1.5,Very Good,E,VS2,62.1,60.0,14639,7.27,7.32,4.53
11585,11586,1.2,Very Good,I,SI1,63.1,59.0,5040,6.7,6.67,4.22
14374,14375,0.3,Very Good,H,VVS2,61.0,61.0,605,4.3,4.32,2.63
36076,36077,0.4,Very Good,G,VVS2,61.6,58.0,925,4.73,4.78,2.93
14587,14588,1.0,Ideal,G,VS2,62.3,56.0,5887,6.37,6.41,3.98
41031,41032,0.41,Ideal,H,IF,62.1,56.0,1187,4.74,4.76,2.95
53660,53661,0.71,Fair,F,VS1,57.3,67.0,2707,5.96,5.76,3.36
41317,41318,0.5,Very Good,G,SI1,62.2,58.0,1214,5.03,5.07,3.14
36734,36735,0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73
49033,49034,0.55,Ideal,D,VS1,61.4,57.0,2054,5.26,5.29,3.24
4947,4948,1.01,Premium,F,SI2,62.7,58.0,3733,6.38,6.32,3.98
45799,45800,0.51,Premium,G,VS1,60.2,57.0,1709,5.24,5.2,3.14
40297,40298,0.4,Ideal,G,VS1,62.4,57.0,1125,4.74,4.72,2.95
27466,27467,2.1,Ideal,F,SI2,61.0,60.0,18124,8.22,8.2,5.01
43473,43474,0.41,Ideal,E,IF,62.1,54.0,1419,4.75,4.81,2.97
10233,10234,1.19,Premium,I,SI2,62.6,58.0,4745,6.75,6.7,4.21
1411,1412,0.92,Premium,H,SI1,59.2,60.0,2968,6.4,6.35,3.76
15590,15591,1.24,Ideal,H,SI1,61.3,57.0,6254,6.95,6.89,4.24
33010,33011,0.31,Good,E,IF,64.2,60.0,813,4.22,4.28,2.73
22259,22260,1.14,Ideal,G,IF,61.1,57.0,10313,6.7,6.76,4.11
15235,15236,1.12,Premium,H,VS1,61.6,58.0,6115,6.64,4.11,3.7
21919,21920,1.5,Very Good,G,SI1,62.8,57.0,9996,7.19,7.3,4.55
13235,13236,1.22,Premium,I,SI1,62.1,59.0,5466,6.86,6.8,4.24
32226,32227,0.31,Ideal,G,VVS1,62.5,54.0,789,4.34,4.37,2.72
37638,37639,0.4,Ideal,D,SI1,62.0,56.0,990,4.71,4.68,2.91
31207,31208,0.32,Premium,D,SI1,60.2,58.0,756,4.43,4.4,2.66
2664,2665,0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55
32986,32987,0.38,Premium,E,SI2,61.6,57.0,812,4.65,4.61,2.85
24904,24905,1.51,Very Good,G,VVS2,62.1,59.0,13337,7.28,7.34,4.54
36016,36017,0.35,Premium,E,VS1,62.2,58.0,921,4.5,4.47,2.79
41097,41098,0.58,Ideal,I,SI1,61.4,55.0,1193,5.37,5.42,3.31
3830,3831,1.0,Premium,H,SI2,61.0,60.0,3472,6.42,6.36,3.9
3550,3551,0.77,Very Good,F,VVS2,63.5,59.0,3415,5.77,5.72,3.65
53561,53562,0.71,Premium,G,VVS1,62.7,58.0,2694,5.71,5.67,3.57
24688,24689,2.01,Premium,I,SI2,58.2,61.0,13052,8.24,8.2,4.78
14834,14835,1.25,Very Good,I,VS2,62.7,58.0,5975,6.74,6.95,4.29
20232,20233,1.01,Ideal,G,VVS2,61.6,54.0,8662,6.51,6.55,4.02
15419,15420,1.01,Good,D,VS2,64.2,60.0,6176,6.35,6.32,4.07
16352,16353,0.3,Premium,H,VS2,63.0,59.0,608,4.29,4.25,2.69
39092,39093,0.41,Premium,I,VVS2,59.9,58.0,1061,4.87,4.81,2.9
1523,1524,1.01,Fair,J,VVS2,66.0,56.0,2998,6.29,6.22,4.13
28223,28224,0.33,Premium,G,VS1,61.6,58.0,666,4.39,4.44,2.72
42617,42618,0.32,Premium,I,VS1,61.0,60.0,505,4.42,4.47,2.71
9171,9172,1.0,Very Good,D,SI2,59.5,62.0,4543,6.49,6.52,3.87
6698,6699,0.31,Good,G,SI2,63.3,54.0,408,4.29,4.34,2.73
13282,13283,1.08,Premium,F,SI1,61.0,59.0,5487,6.67,6.57,4.04
39049,39050,0.41,Premium,E,VVS1,61.2,58.0,1057,4.74,4.8,2.92
20233,20234,1.47,Very Good,H,SI1,62.9,58.0,8663,7.18,7.23,4.53
34634,34635,0.31,Ideal,E,VS2,60.5,56.0,872,4.41,4.38,2.66
11108,11109,1.03,Very Good,H,SI1,63.3,57.0,4932,6.41,6.39,4.05
23833,23834,1.52,Very Good,H,VS1,63.5,60.0,11912,7.28,7.24,4.61
16002,16003,1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
29218,29219,0.34,Ideal,I,IF,61.6,54.0,695,4.5,4.53,2.78
35912,35913,0.39,Ideal,G,SI1,61.4,55.0,919,4.7,4.74,2.9
21893,21894,1.61,Premium,I,VS1,62.2,58.0,9961,7.46,7.55,4.67
8391,8392,0.32,Very Good,E,SI1,62.3,55.0,584,4.36,4.38,2.72
35992,35993,0.42,Ideal,G,VS1,61.2,54.0,921,4.82,4.86,2.96
30966,30967,0.39,Very Good,J,VS2,63.3,56.0,746,4.63,4.6,2.92
33569,33570,0.43,Premium,D,SI1,61.2,58.0,830,4.83,4.87,2.97
53451,53452,0.7,Very Good,G,VS1,61.7,59.0,2676,5.66,5.69,3.5
30826,30827,0.33,Premium,I,VVS2,62.1,56.0,743,4.45,4.41,2.75
8450,8451,1.06,Very Good,J,VS2,62.6,59.0,4413,6.49,6.57,4.09
7985,7986,1.03,Very Good,H,SI1,58.6,61.0,4326,6.6,6.64,3.88
18873,18874,1.11,Ideal,F,VS2,61.6,57.0,7740,6.65,6.67,4.1
40778,40779,0.35,Premium,D,VVS1,60.8,58.0,1167,4.53,4.55,2.76
27881,27882,0.41,Good,E,SI1,63.5,55.0,654,4.73,4.75,3.01
5321,5322,0.9,Good,D,SI2,63.8,58.0,3806,6.09,6.13,3.9
5283,5284,0.71,Very Good,D,VVS2,62.3,60.0,3799,5.65,5.71,3.54
21766,21767,1.51,Ideal,H,SI1,61.3,56.0,9833,7.4,7.44,4.55
42129,42130,0.58,Ideal,F,SI2,61.8,56.0,1279,5.42,5.39,3.34
48609,48610,0.7,Fair,E,SI2,64.4,58.0,1998,5.58,5.51,3.57
27567,27568,2.01,Good,G,SI1,60.1,61.0,18374,8.04,8.12,4.86
32129,32130,0.41,Very Good,G,SI2,63.4,58.0,784,4.73,4.7,2.99
30805,30806,0.3,Very Good,E,VVS2,62.4,57.0,743,4.26,4.27,2.66
16377,16378,0.33,Very Good,I,VVS1,58.9,61.0,609,4.52,4.55,2.67
26805,26806,1.51,Ideal,D,VS1,63.0,53.4,16688,7.28,7.3,4.6
48147,48148,0.53,Premium,D,VS1,62.4,61.0,1940,5.25,5.14,3.24
161,162,0.72,Very Good,H,VVS2,60.3,56.0,2771,5.81,5.83,3.51
49755,49756,0.77,Very Good,I,SI2,60.8,56.0,2159,5.89,5.92,3.59
49256,49257,0.54,Ideal,G,VVS1,61.3,56.0,2087,5.28,5.23,3.22
21045,21046,0.31,Ideal,H,VVS2,61.8,56.0,625,4.34,4.36,2.69
25477,25478,1.51,Ideal,F,VS2,62.4,56.0,14247,7.38,7.31,4.58
52006,52007,0.81,Ideal,I,VS2,62.4,54.8,2444,5.98,6.01,3.75
45913,45914,0.53,Premium,G,VS1,62.4,58.0,1721,5.16,5.2,3.23
49948,49949,0.57,Ideal,F,VS1,61.9,55.0,2189,5.34,5.32,3.3
31919,31920,0.3,Ideal,G,VS1,62.8,57.0,776,4.29,4.25,2.68
2054,2055,0.32,Very Good,E,SI1,62.8,57.0,561,4.34,4.39,2.74
40736,40737,0.34,Ideal,E,IF,62.0,56.0,1163,4.49,4.51,2.79
18636,18637,1.2,Good,G,VS2,63.3,58.0,7603,6.66,6.74,4.24
20722,20723,0.31,Ideal,F,VS2,62.4,56.0,625,4.31,4.34,2.7
49454,49455,0.7,Good,E,SI1,61.6,61.0,2111,5.64,5.66,3.48
43004,43005,0.52,Very Good,G,VS2,63.0,55.0,1369,5.13,5.16,3.24
3566,3567,0.8,Very Good,D,VS2,60.6,63.0,3419,5.94,5.9,3.59
25716,25717,1.58,Ideal,G,VS1,61.3,57.0,14624,7.48,7.54,4.6
48402,48403,0.7,Very Good,J,VVS2,63.2,55.0,1968,5.63,5.57,3.54
42992,42993,0.39,Ideal,F,IF,61.9,57.0,1368,4.68,4.69,2.9
32638,32639,0.32,Ideal,G,SI2,61.6,56.0,459,4.4,4.43,2.72
11039,11040,1.01,Premium,H,VS2,60.7,61.0,4921,6.47,6.39,3.9
15958,15959,1.22,Premium,H,SI1,60.6,60.0,6387,6.92,6.85,4.17
15413,15414,1.04,Ideal,G,VVS2,61.4,57.0,6173,6.52,6.44,3.98
40478,40479,0.53,Good,E,SI2,63.4,56.0,1141,5.16,5.18,3.28
32804,32805,0.34,Ideal,D,VS2,62.0,54.0,805,4.48,4.52,2.79
43704,43705,0.58,Ideal,D,SI2,61.2,57.0,1436,5.38,5.41,3.3
31481,31482,0.34,Premium,G,VS2,60.2,58.0,765,4.55,4.52,2.73
17931,17932,1.0,Very Good,G,VVS2,62.1,59.0,7242,6.34,6.45,3.97
7686,7687,0.65,Ideal,D,VVS2,60.7,57.0,4275,5.63,5.65,3.42
11621,11622,1.01,Premium,H,VS2,62.6,61.0,5050,6.33,6.29,3.95
1711,1712,0.32,Premium,G,VS2,60.5,58.0,561,4.41,4.42,2.67
39086,39087,0.34,Ideal,E,VS1,62.4,54.0,1060,4.49,4.45,2.79
22289,22290,1.42,Premium,F,VS1,58.4,59.0,10338,7.36,7.32,4.29
34551,34552,0.38,Ideal,F,VS2,62.2,54.0,870,4.64,4.66,2.89
50233,50234,0.7,Ideal,G,SI2,62.6,55.0,2232,5.66,5.69,3.55
23938,23939,1.52,Ideal,F,SI1,62.0,54.0,12071,7.36,7.44,4.59
44650,44651,0.28,Ideal,H,VVS2,62.0,57.0,522,4.21,4.24,2.62
40626,40627,0.41,Ideal,E,VS1,61.8,57.0,1153,4.79,4.76,2.95
16676,16677,1.01,Very Good,E,VS2,62.9,58.0,6666,6.36,6.39,4.01
30857,30858,0.33,Ideal,G,VS2,62.6,57.0,743,4.47,4.45,2.79
44689,44690,0.53,Very Good,E,VS2,60.1,60.0,1612,5.21,5.28,3.15
32913,32914,0.44,Very Good,I,VS1,62.8,56.0,810,4.83,4.88,3.05
50337,50338,0.7,Good,F,SI1,63.7,58.0,2242,5.62,5.65,3.59
43753,43754,0.53,Ideal,E,SI2,61.4,56.0,1438,5.21,5.25,3.21
5859,5860,0.91,Good,H,VS2,63.1,59.0,3921,6.13,6.16,3.88
43763,43764,0.41,Ideal,F,IF,61.4,58.0,1439,4.78,4.83,2.95
22243,22244,1.08,Ideal,E,VVS2,62.5,57.0,10300,6.52,6.57,4.09
21895,21896,1.01,Very Good,D,VVS2,60.2,58.0,9965,6.51,6.57,3.94
47145,47146,0.7,Ideal,J,SI2,60.9,57.0,1832,5.72,5.76,3.49
3261,3262,0.7,Ideal,F,VS1,60.3,57.0,3359,5.74,5.79,3.47
44279,44280,0.49,Premium,E,VS1,58.1,62.0,1577,5.2,5.13,3.0
14503,14504,1.24,Very Good,H,SI2,60.0,58.0,5858,6.99,7.05,4.21
44118,44119,0.5,Very Good,E,VS2,62.9,55.0,1559,5.07,5.11,3.2
38343,38344,0.32,Premium,G,IF,61.8,55.0,1020,4.45,4.39,2.73
3099,3100,0.52,Ideal,D,VVS1,60.9,56.0,3321,5.2,5.24,3.18
9140,9141,0.93,Very Good,E,SI1,62.5,58.0,4537,6.18,6.24,3.88
38896,38897,0.38,Ideal,F,VVS2,60.3,55.0,1052,4.69,4.79,2.86
14063,14064,0.3,Good,G,VS1,63.4,58.0,605,4.23,4.25,2.69
21574,21575,1.06,Very Good,E,VVS2,63.4,55.0,9680,6.46,6.51,4.11
19296,19297,1.22,Ideal,H,VVS2,61.8,57.0,8014,6.85,6.89,4.25
27506,27507,2.04,Premium,F,SI2,60.2,58.0,18231,8.24,8.17,4.94
37516,37517,0.33,Ideal,E,VVS1,62.2,55.0,986,4.42,4.46,2.76
15428,15429,1.04,Premium,G,VS2,62.5,58.0,6177,6.43,6.47,4.03
11208,11209,1.01,Good,H,VS2,63.5,61.0,4959,6.24,6.32,3.99
49497,49498,0.56,Ideal,H,VVS2,61.8,56.0,2118,5.28,5.33,3.28
28517,28518,0.32,Ideal,I,IF,62.2,57.0,673,4.35,4.37,2.71
2125,2126,0.9,Very Good,I,SI1,63.5,59.0,3121,6.1,6.05,3.86
24120,24121,1.52,Good,F,VS2,57.8,59.0,12283,7.58,7.5,4.36
28068,28069,0.32,Very Good,E,VS1,62.9,57.0,661,4.36,4.39,2.75
13535,13536,1.31,Ideal,I,SI2,63.6,55.0,5546,6.98,6.92,4.42
13025,13026,0.26,Premium,H,VVS1,62.5,58.0,600,4.11,4.08,2.56
17091,17092,1.34,Premium,H,SI1,62.4,57.0,6814,7.07,6.96,4.38
41412,41413,0.53,Good,D,SI2,63.9,55.0,1226,5.1,5.14,3.27
10945,10946,1.01,Premium,F,SI1,62.5,58.0,4899,6.39,6.42,4.0
6911,6912,0.9,Very Good,H,VS1,63.0,59.0,4136,6.1,6.13,3.85
26216,26217,2.15,Ideal,J,VS1,60.9,55.0,15613,8.35,8.39,5.1
9142,9143,1.12,Very Good,H,SI2,62.4,55.0,4538,6.63,6.68,4.15
10999,11000,0.9,Premium,D,VS2,62.6,59.0,4914,6.17,6.14,3.85
9194,9195,1.02,Ideal,E,SI2,61.6,56.0,4547,6.55,6.48,3.99
44219,44220,0.57,Ideal,F,SI1,61.6,57.0,1571,5.37,5.34,3.3
31860,31861,0.3,Ideal,H,VVS2,61.3,56.0,776,4.35,4.33,2.66
9348,9349,1.09,Very Good,I,SI2,62.5,57.0,4584,6.56,6.58,4.11
26629,26630,2.02,Ideal,J,VS1,61.8,57.0,16397,8.06,8.13,5.0
45098,45099,0.53,Very Good,G,VS1,61.2,57.0,1648,5.22,5.26,3.2
35411,35412,0.4,Premium,G,SI1,59.2,61.0,900,4.81,4.78,2.84
32420,32421,0.41,Premium,D,SI1,61.4,58.0,791,4.76,4.78,2.93
52435,52436,0.7,Premium,I,VVS1,59.1,60.0,2513,5.77,5.8,3.42
14036,14037,1.25,Ideal,H,SI2,61.2,57.0,5706,6.89,6.93,4.23
48544,48545,0.52,Ideal,I,IF,60.2,56.0,1988,5.23,5.27,3.16
28247,28248,0.33,Premium,G,VS1,61.6,60.0,666,4.41,4.46,2.73
17836,17837,1.06,Ideal,H,VVS1,61.3,57.0,7193,6.55,6.53,4.01
21545,21546,1.02,Ideal,F,VVS1,62.4,56.0,9645,6.44,6.42,4.01
1394,1395,0.24,Ideal,G,IF,61.7,56.0,559,3.99,4.01,2.47
3587,3588,1.0,Good,J,VS2,57.6,58.0,3422,6.59,6.56,3.79
11542,11543,1.21,Good,J,VVS2,63.7,56.0,5028,6.71,6.67,4.26
17167,17168,1.01,Ideal,G,VS2,61.0,56.0,6855,6.46,6.49,3.95
41357,41358,0.6,Premium,H,SI1,60.1,61.0,1219,5.43,5.39,3.25
36666,36667,0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81
43468,43469,0.46,Ideal,F,VS1,62.7,56.0,1418,4.91,4.94,3.09
32433,32434,0.43,Ideal,F,SI1,61.8,56.0,792,4.84,4.87,3.0
44927,44928,0.51,Ideal,G,VS1,59.0,59.0,1632,5.25,5.28,3.11
19689,19690,0.3,Ideal,G,VS1,62.0,56.0,624,4.29,4.32,2.67
12273,12274,0.92,Very Good,E,VS1,61.3,57.0,5210,6.22,6.27,3.83
4736,4737,0.3,Ideal,F,VS2,61.1,56.0,573,4.36,4.38,2.67
9702,9703,0.32,Ideal,D,SI1,62.6,55.0,589,4.36,4.39,2.74
40144,40145,0.51,Premium,H,SI1,61.9,56.0,1116,5.13,5.12,3.17
34751,34752,0.41,Ideal,H,SI1,62.9,55.0,876,4.82,4.75,3.01
26425,26426,2.01,Very Good,I,VVS2,63.5,58.0,15952,7.92,7.82,5.0
23652,23653,1.5,Very Good,E,SI1,62.0,57.0,11690,7.25,7.33,4.52
14039,14040,1.21,Ideal,J,VS2,62.5,57.0,5707,6.79,6.74,4.23
23599,23600,1.4,Very Good,G,VVS2,63.4,59.0,11624,7.12,7.04,4.49
30366,30367,0.36,Premium,I,VS1,62.0,59.0,729,4.6,4.53,2.83
26993,26994,2.0,Good,D,SI2,64.1,57.0,17094,7.91,7.82,5.04
31852,31853,0.3,Ideal,F,VS2,61.6,57.0,776,4.33,4.3,2.66
37294,37295,0.52,Good,I,SI1,63.3,55.0,978,5.1,5.13,3.24
3569,3570,0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
45000,45001,0.57,Ideal,F,VS2,62.3,55.0,1637,5.3,5.36,3.32
24778,24779,2.02,Good,H,SI2,59.0,61.0,13144,8.26,8.31,4.89
25645,25646,1.51,Ideal,G,VS1,61.6,56.0,14542,7.34,7.37,4.53
11185,11186,1.01,Premium,H,VVS1,60.5,57.0,4955,6.55,6.48,3.94
11826,11827,1.08,Ideal,E,SI1,62.6,57.0,5096,6.53,6.56,4.1
42687,42688,0.45,Ideal,E,VVS2,61.9,56.0,1337,4.91,4.95,3.05
26169,26170,1.53,Premium,G,VVS2,62.5,60.0,15505,7.34,7.31,4.58
7079,7080,0.33,Ideal,G,VS2,61.6,55.0,579,4.43,4.46,2.74
48130,48131,0.9,Fair,G,I1,65.1,58.0,1939,6.05,5.99,3.92
47904,47905,0.52,Ideal,D,VS1,62.1,57.0,1914,5.13,5.2,3.21
15864,15865,1.01,Ideal,E,SI1,61.1,57.0,6346,6.5,6.47,3.96
45206,45207,0.51,Premium,G,VS1,62.3,58.0,1656,5.08,5.13,3.18
3209,3210,0.71,Premium,F,VVS1,58.1,58.0,3347,5.92,5.88,3.43
41516,41517,0.44,Ideal,D,VS1,61.1,56.0,1235,4.91,4.95,3.01
35182,35183,0.31,Ideal,G,IF,62.0,54.0,891,4.36,4.38,2.71
17046,17047,0.32,Ideal,E,VS2,61.3,56.0,612,4.41,4.46,2.72
17088,17089,1.2,Very Good,H,VS1,63.1,55.0,6814,6.82,6.77,4.29
25206,25207,2.09,Ideal,I,SI2,61.2,57.0,13807,8.19,8.27,5.04
40168,40169,0.38,Very Good,D,VS2,63.4,55.0,1117,4.67,4.63,2.95
1639,1640,1.12,Premium,G,I1,60.3,60.0,3017,6.75,6.69,4.05
15191,15192,1.23,Ideal,J,VS1,62.2,55.0,6100,6.83,6.86,4.26
18454,18455,1.01,Premium,F,VS1,61.7,58.0,7507,6.43,6.4,3.96
10245,10246,1.01,Good,H,SI1,63.4,59.0,4749,6.28,6.34,4.0
6841,6842,1.13,Fair,J,SI1,64.9,55.0,4123,6.49,6.56,4.24
49516,49517,0.73,Ideal,I,SI1,62.0,56.0,2122,5.75,5.8,3.58
49437,49438,0.6,Ideal,G,VS1,60.2,57.0,2109,5.49,5.54,3.32
38727,38728,0.4,Ideal,G,VVS1,62.0,56.0,1043,4.73,4.76,2.94
38689,38690,0.37,Ideal,E,VS2,62.0,57.0,1041,4.63,4.6,2.86
33666,33667,0.3,Very Good,G,IF,58.4,62.0,835,4.4,4.43,2.58
4840,4841,1.01,Very Good,F,SI2,59.5,57.0,3709,6.61,6.66,3.95
29386,29387,0.31,Very Good,E,SI1,63.4,55.0,698,4.33,4.31,2.74
10762,10763,1.01,Premium,E,SI1,59.6,59.0,4853,6.53,6.46,3.87
34550,34551,0.38,Ideal,F,VS2,62.3,54.0,870,4.65,4.69,2.91
4373,4374,0.73,Very Good,E,VS1,63.0,60.0,3607,5.68,5.72,3.59
44304,44305,0.56,Ideal,D,SI1,62.3,57.0,1578,5.24,5.26,3.27
26470,26471,1.5,Very Good,F,VS2,59.1,59.0,16048,7.45,7.48,4.41
22416,22417,1.16,Ideal,F,VVS2,61.8,56.7,10439,6.7,6.78,4.16
515,516,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47
44759,44760,0.52,Ideal,G,VS1,62.1,54.0,1621,5.14,5.17,3.2
1623,1624,0.73,Very Good,D,SI1,60.8,59.0,3014,5.8,5.85,3.54
38977,38978,0.43,Ideal,E,VS2,61.6,54.0,1053,4.9,4.88,3.01
31787,31788,0.42,Very Good,H,VS2,62.1,57.0,773,4.76,4.8,2.97
14797,14798,1.27,Very Good,I,SI1,63.1,59.0,5953,6.83,6.87,4.32
40340,40341,0.33,Premium,D,VVS1,61.8,58.0,1129,4.4,4.43,2.73
47621,47622,0.55,Ideal,G,VS1,61.6,55.0,1881,5.32,5.29,3.27
30912,30913,0.34,Ideal,E,VS2,62.1,55.0,745,4.47,4.49,2.78
5666,5667,1.11,Very Good,I,SI2,63.7,58.0,3882,6.57,6.53,4.17
22559,22560,1.43,Premium,G,VS2,62.2,58.0,10609,7.18,7.15,4.46
31815,31816,0.38,Very Good,G,VS2,62.5,56.0,775,4.59,4.63,2.88
15126,15127,1.32,Very Good,J,VS2,62.1,57.0,6079,7.01,7.04,4.36
31223,31224,0.32,Very Good,D,SI1,63.1,56.0,756,4.38,4.34,2.75
38687,38688,0.37,Ideal,E,VS2,61.6,57.0,1041,4.65,4.61,2.85
40461,40462,0.38,Ideal,D,VS1,62.5,56.0,1140,4.67,4.64,2.91
40917,40918,0.42,Ideal,G,VVS1,60.6,56.0,1179,4.86,4.88,2.95
4807,4808,1.0,Fair,G,SI1,66.1,62.0,3700,6.1,6.03,4.01
4180,4181,0.83,Premium,D,SI1,59.7,59.0,3556,6.14,6.12,3.66
2761,2762,0.9,Very Good,I,SI1,63.3,59.0,3251,6.14,6.05,3.86
41795,41796,0.49,Fair,D,VS2,57.5,68.0,1249,5.18,5.11,2.96
12796,12797,1.11,Very Good,H,SI1,62.5,58.0,5335,6.61,6.64,4.14
17649,17650,1.28,Ideal,H,SI1,61.8,57.0,7109,7.02,6.97,4.32
32851,32852,0.4,Ideal,G,VS2,61.2,57.0,807,4.73,4.78,2.91
29566,29567,0.41,Ideal,E,SI1,61.4,57.0,705,4.78,4.8,2.94
28412,28413,0.29,Ideal,E,VVS2,62.0,55.0,669,4.25,4.27,2.64
7220,7221,1.21,Good,J,SI2,63.7,55.0,4192,6.75,6.81,4.32
34135,34136,0.32,Ideal,F,VVS1,61.6,55.0,854,4.4,4.43,2.72
51597,51598,0.7,Good,I,VVS2,63.4,59.0,2394,5.57,5.6,3.54
11013,11014,1.01,Ideal,D,SI2,61.3,54.0,4916,6.47,6.52,3.99
24749,24750,1.96,Very Good,H,SI2,62.7,58.0,13099,7.86,7.93,4.95
10541,10542,1.01,Premium,G,SI1,62.7,59.0,4808,6.41,6.35,4.0
47427,47428,0.53,Very Good,E,VS1,58.5,61.0,1852,5.28,5.39,3.12
42654,42655,0.4,Premium,E,VVS1,61.4,59.0,1333,4.68,4.74,2.89
38234,38235,0.35,Ideal,H,IF,60.8,56.0,1017,4.61,4.6,2.8
16787,16788,0.9,Ideal,D,VS2,61.2,56.0,6689,6.2,6.26,3.81
35053,35054,0.31,Ideal,F,VVS1,61.0,57.0,884,4.38,4.39,2.67
45355,45356,0.52,Ideal,D,VS2,61.4,56.0,1664,5.16,5.19,3.18
10950,10951,1.06,Very Good,H,SI1,60.2,59.0,4900,6.6,6.55,3.96
30413,30414,0.32,Ideal,G,VVS2,61.3,56.0,730,4.43,4.44,2.72
680,681,0.7,Ideal,F,VS2,60.8,59.0,2850,5.69,5.79,3.49
42927,42928,0.57,Good,G,SI1,63.5,55.0,1364,5.28,5.3,3.36
20174,20175,1.5,Fair,G,SI1,65.5,58.0,8627,7.16,7.12,4.68
20479,20480,1.25,Premium,G,VS2,62.6,58.0,8820,6.87,6.8,4.28
37898,37899,0.41,Ideal,D,VS2,62.2,57.0,1007,4.72,4.76,2.95
34119,34120,0.38,Ideal,E,VS2,62.0,56.0,853,4.62,4.66,2.88
9245,9246,1.01,Ideal,F,SI1,63.0,57.0,4559,6.39,6.34,4.01
34964,34965,0.31,Premium,G,VS2,61.2,59.0,471,4.36,4.4,2.68
5244,5245,1.23,Ideal,G,SI2,61.6,55.0,3788,6.91,6.88,4.25
31905,31906,0.3,Ideal,G,VS1,62.9,57.0,776,4.31,4.28,2.7
19651,19652,1.7,Premium,H,SI2,59.8,61.0,8263,7.67,7.62,4.57
40813,40814,0.52,Good,F,SI2,61.5,60.5,1170,5.11,5.16,3.16
